"subj_code","trial_index","task","stimulus","rules_scen","rules_rule","rules_question","rules_textviolation","rules_purposeviolation","rules_violationtype","rules_yeskey","response_input","rules_response_verbal","rules_response_num","rt","stroopflanker_correct_resp","stroop_color","stroop_text","stroopflanker_correct","congruent","flanker_direction"
"CW4cYd1QYeU1",285,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,953,"g","green","red","true","incongruent",""
"CW4cYd1QYeU1",287,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1074,"b","blue","yellow","true","incongruent",""
"CW4cYd1QYeU1",289,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,869,"g","green","green","true","congruent",""
"CW4cYd1QYeU1",291,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1231,"g","green","blue","true","incongruent",""
"CW4cYd1QYeU1",293,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,961,"r","red","green","true","incongruent",""
"CW4cYd1QYeU1",295,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,878,"y","yellow","yellow","true","congruent",""
"CW4cYd1QYeU1",297,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,965,"b","blue","red","true","incongruent",""
"CW4cYd1QYeU1",299,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1059,"r","red","yellow","true","incongruent",""
"CW4cYd1QYeU1",301,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1083,"y","yellow","blue","true","incongruent",""
"CW4cYd1QYeU1",303,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,830,"y","yellow","yellow","true","congruent",""
"CW4cYd1QYeU1",305,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1058,"y","yellow","red","true","incongruent",""
"CW4cYd1QYeU1",307,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,891,"y","yellow","yellow","true","congruent",""
"CW4cYd1QYeU1",309,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,929,"r","red","blue","true","incongruent",""
"CW4cYd1QYeU1",311,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,934,"b","blue","blue","true","congruent",""
"CW4cYd1QYeU1",315,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A recently retired scientist returns to collect his briefcase.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A recently retired scientist returns to collect his briefcase.",1,0,"over","i","e","no",0,5808,"","","","","incongruent",""
"CW4cYd1QYeU1",317,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>An amateur scientist enters the laboratory to take photographs.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","An amateur scientist enters the laboratory to take photographs.",1,1,"core","i","e","no",0,6120,"","","","","congruent",""
"CW4cYd1QYeU1",319,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab member stays after work and gets drunk in the laboratory.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A lab member stays after work and gets drunk in the laboratory.",0,1,"under","i","e","no",0,3933,"","","","","incongruent",""
"CW4cYd1QYeU1",321,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab member spends the night sleeping on fragile lab equipment.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A lab member spends the night sleeping on fragile lab equipment.",0,1,"under","i","e","no",0,2166,"","","","","incongruent",""
"CW4cYd1QYeU1",323,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A retired scientist visits the lab to offer advice to new hirees.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A retired scientist visits the lab to offer advice to new hirees.",1,0,"over","i","e","no",0,5377,"","","","","incongruent",""
"CW4cYd1QYeU1",325,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A student enters the laboratory to observe the scientists' work.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A student enters the laboratory to observe the scientists' work.",1,1,"core","i","e","no",0,1771,"","","","","congruent",""
"CW4cYd1QYeU1",327,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab scientist performs a risky task while feeling dizzy and tired.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A lab scientist performs a risky task while feeling dizzy and tired.",0,1,"under","i","e","no",0,3198,"","","","","incongruent",""
"CW4cYd1QYeU1",329,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A tourist walks past the laboratory on his way to the wax museum.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A tourist walks past the laboratory on his way to the wax museum.",0,0,"off","i","e","no",0,4211,"","","","","congruent",""
"CW4cYd1QYeU1",331,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A member of the public walks past the laboratory while going home.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A member of the public walks past the laboratory while going home.",0,0,"off","i","e","no",0,5795,"","","","","congruent",""
"CW4cYd1QYeU1",333,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A scientist working at the laboratory starts a new experiment.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A scientist working at the laboratory starts a new experiment.",0,0,"off","i","e","no",0,4605,"","","","","congruent",""
"CW4cYd1QYeU1",335,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A thief enters the laboratory overnight to find and steal equipment.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A thief enters the laboratory overnight to find and steal equipment.",1,1,"core","i","i","yes",1,3086,"","","","","congruent",""
"CW4cYd1QYeU1",337,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A skilled technician enters the lab to discuss a job opening.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A skilled technician enters the lab to discuss a job opening.",1,0,"over","i","e","no",0,3042,"","","","","incongruent",""
"CW4cYd1QYeU1",340,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,823,"i","","","true","congruent","right"
"CW4cYd1QYeU1",342,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,517,"e","","","true","congruent","left"
"CW4cYd1QYeU1",344,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,610,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",346,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,502,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",348,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,567,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",350,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,670,"i","","","true","congruent","right"
"CW4cYd1QYeU1",352,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,601,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",354,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,484,"e","","","true","congruent","left"
"CW4cYd1QYeU1",356,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,632,"i","","","true","congruent","right"
"CW4cYd1QYeU1",358,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,890,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",360,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,476,"e","","","true","congruent","left"
"CW4cYd1QYeU1",362,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,548,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",364,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,531,"i","","","true","congruent","right"
"CW4cYd1QYeU1",366,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,522,"e","","","true","congruent","left"
"CW4cYd1QYeU1",368,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,958,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",370,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,1121,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",372,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,565,"e","","","true","congruent","left"
"CW4cYd1QYeU1",374,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,586,"i","","","true","congruent","right"
"CW4cYd1QYeU1",376,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,587,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",378,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,809,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",380,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,509,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",382,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,646,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",384,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,695,"e","","","true","congruent","left"
"CW4cYd1QYeU1",386,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,442,"i","","","true","congruent","right"
"CW4cYd1QYeU1",389,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,1068,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",391,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,640,"i","","","true","congruent","right"
"CW4cYd1QYeU1",393,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,572,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",395,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,442,"e","","","true","congruent","left"
"CW4cYd1QYeU1",397,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,1310,"i","","","true","congruent","right"
"CW4cYd1QYeU1",399,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,914,"e","","","true","congruent","left"
"CW4cYd1QYeU1",401,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,656,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",403,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,756,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",405,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,1038,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",407,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,974,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",409,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,598,"i","","","true","congruent","right"
"CW4cYd1QYeU1",411,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,1083,"e","","","true","congruent","left"
"CW4cYd1QYeU1",413,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,701,"e","","","true","congruent","left"
"CW4cYd1QYeU1",415,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,515,"i","","","true","congruent","right"
"CW4cYd1QYeU1",417,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,603,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",419,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,510,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",421,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,864,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",423,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,551,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",425,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,548,"i","","","true","congruent","right"
"CW4cYd1QYeU1",427,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,957,"e","","","true","congruent","left"
"CW4cYd1QYeU1",429,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,503,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",431,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,860,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",433,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,1120,"e","","","true","congruent","left"
"CW4cYd1QYeU1",435,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,669,"i","","","true","congruent","right"
"CW4cYd1QYeU1",438,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,582,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",440,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,432,"i","","","true","congruent","right"
"CW4cYd1QYeU1",442,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,490,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",444,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,484,"e","","","true","congruent","left"
"CW4cYd1QYeU1",446,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,530,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",448,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,876,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",450,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,698,"e","","","true","congruent","left"
"CW4cYd1QYeU1",452,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,484,"i","","","true","congruent","right"
"CW4cYd1QYeU1",454,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,401,"i","","","true","congruent","right"
"CW4cYd1QYeU1",456,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,408,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",458,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,556,"e","","","true","congruent","left"
"CW4cYd1QYeU1",460,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,592,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",462,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,581,"e","","","true","congruent","left"
"CW4cYd1QYeU1",464,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,488,"i","","","true","congruent","right"
"CW4cYd1QYeU1",466,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,887,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",468,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,506,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",470,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,893,"e","","","true","congruent","left"
"CW4cYd1QYeU1",472,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,581,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",474,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,598,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",476,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,484,"i","","","true","congruent","right"
"CW4cYd1QYeU1",478,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,603,"e","","","true","incongruent","left"
"CW4cYd1QYeU1",480,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,484,"i","","","true","congruent","right"
"CW4cYd1QYeU1",482,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,616,"e","","","true","congruent","left"
"CW4cYd1QYeU1",484,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,627,"i","","","true","incongruent","right"
"CW4cYd1QYeU1",487,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,993,"b","blue","blue","true","congruent",""
"CW4cYd1QYeU1",489,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,906,"r","red","red","true","congruent",""
"CW4cYd1QYeU1",491,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1001,"g","green","green","true","congruent",""
"CW4cYd1QYeU1",493,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1183,"r","red","green","true","incongruent",""
"CW4cYd1QYeU1",495,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,751,"g","green","green","true","congruent",""
"CW4cYd1QYeU1",497,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,638,"b","blue","blue","true","congruent",""
"CW4cYd1QYeU1",499,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,792,"r","red","red","true","congruent",""
"CW4cYd1QYeU1",501,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,770,"r","red","red","true","congruent",""
"CW4cYd1QYeU1",503,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,681,"b","blue","blue","true","congruent",""
"CW4cYd1QYeU1",505,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1254,"g","green","blue","true","incongruent",""
"CW4cYd1QYeU1",507,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,742,"y","yellow","yellow","true","congruent",""
"CW4cYd1QYeU1",509,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1488,"y","yellow","red","false","incongruent",""
"CW4cYd1QYeU1",511,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1111,"y","yellow","yellow","true","congruent",""
"CW4cYd1QYeU1",513,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,820,"g","green","yellow","true","incongruent",""
"CW4cYd1QYeU1",515,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1014,"y","yellow","yellow","true","congruent",""
"CW4cYd1QYeU1",517,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,868,"b","blue","red","false","incongruent",""
"CW4cYd1QYeU1",519,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1208,"b","blue","green","true","incongruent",""
"CW4cYd1QYeU1",521,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,879,"y","yellow","green","true","incongruent",""
"CW4cYd1QYeU1",523,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1118,"g","green","green","true","congruent",""
"CW4cYd1QYeU1",525,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,883,"b","blue","yellow","true","incongruent",""
"CW4cYd1QYeU1",527,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1091,"y","yellow","blue","true","incongruent",""
"CW4cYd1QYeU1",529,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1189,"g","green","red","true","incongruent",""
"CW4cYd1QYeU1",531,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1016,"r","red","yellow","true","incongruent",""
"CW4cYd1QYeU1",533,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1372,"r","red","blue","true","incongruent",""
"CW4cYd1QYeU1",537,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student texts friends on her phone and pays no attention.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student texts friends on her phone and pays no attention.",1,1,"core","i","i","yes",1,3388,"","","","","congruent",""
"CW4cYd1QYeU1",539,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student consults the textbook to answer a question in class.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student consults the textbook to answer a question in class.",0,0,"off","i","e","no",0,2711,"","","","","congruent",""
"CW4cYd1QYeU1",541,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student arrives early to class and takes out her pencil case.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student arrives early to class and takes out her pencil case.",0,0,"off","i","e","no",0,3270,"","","","","congruent",""
"CW4cYd1QYeU1",543,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student reads news on her tablet and doesn't follow the lesson.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student reads news on her tablet and doesn't follow the lesson.",0,1,"under","i","i","yes",1,3954,"","","","","incongruent",""
"CW4cYd1QYeU1",545,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student uses her phone as a paperweight to keep papers together.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student uses her phone as a paperweight to keep papers together.",1,0,"over","i","e","no",0,6508,"","","","","incongruent",""
"CW4cYd1QYeU1",547,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student messages friends on his laptop and pays no attention.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student messages friends on his laptop and pays no attention.",0,1,"under","i","i","yes",1,7471,"","","","","incongruent",""
"CW4cYd1QYeU1",549,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student uses his phone's calculator for the in-class assignment.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student uses his phone's calculator for the in-class assignment.",1,0,"over","i","i","yes",1,3024,"","","","","incongruent",""
"CW4cYd1QYeU1",551,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student plays on his tablet instead of paying attention in class.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student plays on his tablet instead of paying attention in class.",0,1,"under","i","i","yes",1,4437,"","","","","incongruent",""
"CW4cYd1QYeU1",553,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student browses her phone instead of following her lesson.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student browses her phone instead of following her lesson.",1,1,"core","i","i","yes",1,5065,"","","","","congruent",""
"CW4cYd1QYeU1",555,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A diabetic student gets an alert on her phone to take her insulin.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A diabetic student gets an alert on her phone to take her insulin.",1,0,"over","i","e","no",0,4966,"","","","","incongruent",""
"CW4cYd1QYeU1",557,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student takes notes by hand to help her understand a lesson.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student takes notes by hand to help her understand a lesson.",0,0,"off","i","e","no",0,4262,"","","","","congruent",""
